enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,faixa_experiencia,tipo_empresa,sem_info_empresa
19882,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,72,0.0,11-20,,Sem informação
155,city_44,0.725,,No relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,190,0.0,1-5,Empresa privada,Com informação
12929,city_103,0.92,Male,Has relevent experience,Part time course,High School,,2,<10,Pvt Ltd,1,112,0.0,1-5,Empresa privada,Com informação
2836,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,12,0.0,6-10,Empresa privada,Com informação
10005,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,192,1.0,11-20,,Sem informação
23406,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,,,>4,28,0.0,6-10,,Sem informação
21916,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,108,0.0,11-20,,Sem informação
14592,city_101,0.5579999999999999,,No relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,53,1.0,<1,Startup,Com informação
25199,city_97,0.925,Male,No relevent experience,Full time course,Graduate,STEM,12,,,2,20,0.0,11-20,,Sem informação
11496,city_114,0.926,Male,No relevent experience,Full time course,Primary School,,5,,,never,52,0.0,1-5,,Sem informação
21628,city_67,0.855,Male,Has relevent experience,Full time course,High School,,4,100-500,,never,2,0.0,1-5,,Sem informação
13585,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,>4,35,0.0,11-20,Empresa privada,Com informação
11538,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,<1,,,never,29,1.0,<1,,Sem informação
8634,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,50,0.0,>20,,Sem informação
9165,city_173,0.878,Male,Has relevent experience,no_enrollment,High School,,>20,,,>4,158,0.0,>20,,Sem informação
7383,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,1,41,0.0,6-10,Empresa privada,Com informação
15584,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,222,0.0,>20,,Sem informação
33306,city_50,0.8959999999999999,Male,No relevent experience,Full time course,Masters,STEM,10,,,4,34,1.0,6-10,,Sem informação
3017,city_104,0.924,Male,No relevent experience,Full time course,,,8,,,never,17,1.0,6-10,,Sem informação
31506,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,2,21,0.0,6-10,Empresa privada,Com informação
24729,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,94,0.0,6-10,Empresa privada,Com informação
19444,city_134,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,136,1.0,1-5,,Sem informação
5604,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,3,34,0.0,6-10,Empresa privada,Com informação
19905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,62,0.0,11-20,Empresa privada,Com informação
19334,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,24,0.0,>20,Empresa privada,Com informação
17003,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,78,0.0,11-20,Empresa privada,Com informação
12166,city_157,0.769,,No relevent experience,no_enrollment,High School,,1,,,,29,0.0,1-5,,Sem informação
3024,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Public Sector,1,246,0.0,>20,Setor público,Com informação
10891,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,500-999,Pvt Ltd,>4,15,0.0,11-20,Empresa privada,Com informação
7274,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,,1,11,0.0,11-20,,Sem informação
19080,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Funded Startup,2,57,0.0,11-20,Startup,Com informação
11909,city_70,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,37,0.0,6-10,Empresa privada,Com informação
17863,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,94,1.0,>20,,Sem informação
20526,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,28,1.0,<1,Empresa privada,Com informação
28926,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,5,10000+,Pvt Ltd,>4,12,0.0,1-5,Empresa privada,Com informação
22371,city_99,0.915,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,68,0.0,6-10,,Sem informação
15204,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,<10,NGO,>4,88,0.0,>20,ONG/Outros,Com informação
2162,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,50-99,Pvt Ltd,2,4,0.0,11-20,Empresa privada,Com informação
14496,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,109,0.0,>20,Empresa privada,Com informação
8700,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7,1.0,>20,,Sem informação
258,city_160,0.92,,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,never,31,0.0,1-5,Empresa privada,Com informação
16217,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,,Pvt Ltd,1,17,0.0,>20,Empresa privada,Com informação
8183,city_45,0.89,,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,1,4,0.0,11-20,Empresa privada,Com informação
21255,city_99,0.915,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,2,26,0.0,>20,Empresa privada,Com informação
29616,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,54,0.0,>20,Empresa privada,Com informação
27010,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,42,1.0,1-5,,Sem informação
1052,city_16,0.91,,No relevent experience,Full time course,Masters,STEM,15,,,>4,12,1.0,11-20,,Sem informação
24999,city_36,0.893,,No relevent experience,no_enrollment,Masters,Other,9,10000+,Pvt Ltd,4,14,0.0,6-10,Empresa privada,Com informação
28148,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Early Stage Startup,1,72,0.0,6-10,Startup,Com informação
896,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,96,0.0,>20,Empresa privada,Com informação
9281,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,50-99,Pvt Ltd,1,85,1.0,1-5,Empresa privada,Com informação
21174,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,63,0.0,>20,Empresa privada,Com informação
16625,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Early Stage Startup,1,78,1.0,1-5,Startup,Com informação
1780,city_103,0.92,Male,No relevent experience,no_enrollment,,,5,,,1,41,0.0,1-5,,Sem informação
32476,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,326,0.0,>20,Empresa privada,Com informação
23618,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,never,134,0.0,>20,Setor público,Com informação
24680,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,NGO,3,6,0.0,1-5,ONG/Outros,Com informação
17846,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,109,0.0,6-10,Empresa privada,Com informação
11162,city_45,0.89,Male,No relevent experience,no_enrollment,High School,,4,<10,Pvt Ltd,1,39,0.0,1-5,Empresa privada,Com informação
23684,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,NGO,1,166,0.0,11-20,ONG/Outros,Com informação
31868,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,6,0.0,11-20,Empresa privada,Com informação
32473,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,4,1.0,>20,Empresa privada,Com informação
20525,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,1,13,1.0,<1,,Sem informação
22528,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,,16,,,>4,67,0.0,11-20,,Sem informação
9471,city_36,0.893,,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,never,95,0.0,>20,Empresa privada,Com informação
6397,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,>4,43,0.0,>20,Startup,Com informação
31553,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,,2,64,0.0,11-20,,Sem informação
27115,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0.0,>20,Empresa privada,Com informação
26635,city_20,0.7959999999999999,,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,11,0.0,1-5,Empresa privada,Com informação
3816,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,,500-999,,1,21,0.0,,,Sem informação
23597,city_75,0.939,Male,Has relevent experience,Full time course,Phd,STEM,>20,,,>4,50,0.0,>20,,Sem informação
17575,city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,Arts,11,50-99,Pvt Ltd,>4,48,0.0,11-20,Empresa privada,Com informação
6429,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,105,0.0,11-20,Empresa privada,Com informação
30439,city_78,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,4,28,0.0,6-10,,Sem informação
218,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Other,3,100-500,Pvt Ltd,2,106,0.0,1-5,Empresa privada,Com informação
1580,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,4,0.0,1-5,,Sem informação
1067,city_103,0.92,Male,Has relevent experience,Part time course,Masters,STEM,3,1000-4999,Pvt Ltd,2,28,0.0,1-5,Empresa privada,Com informação
1555,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,39,0.0,6-10,,Sem informação
12294,city_123,0.738,,No relevent experience,no_enrollment,High School,,4,,,never,12,0.0,1-5,,Sem informação
32265,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,35,0.0,>20,Empresa privada,Com informação
26421,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,6,,,1,126,0.0,6-10,,Sem informação
22877,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,107,0.0,>20,Empresa privada,Com informação
5979,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,6,1.0,6-10,Empresa privada,Com informação
30151,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,94,0.0,11-20,Empresa privada,Com informação
12486,city_162,0.767,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,3,29,1.0,6-10,Empresa privada,Com informação
1907,city_102,0.804,Male,No relevent experience,no_enrollment,High School,,2,<10,NGO,never,145,0.0,1-5,ONG/Outros,Com informação
21130,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,never,42,0.0,6-10,Empresa privada,Com informação
3839,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Public Sector,2,70,0.0,1-5,Setor público,Com informação
814,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,4,60,0.0,11-20,Empresa privada,Com informação
9188,city_64,0.6659999999999999,Female,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,never,70,0.0,6-10,Startup,Com informação
19006,city_103,0.92,,Has relevent experience,no_enrollment,,,10,5000-9999,Pvt Ltd,1,20,0.0,6-10,Empresa privada,Com informação
22613,city_27,0.848,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,3,42,0.0,6-10,Empresa privada,Com informação
3802,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,24,0.0,>20,,Sem informação
7882,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,58,1.0,6-10,Empresa privada,Com informação
26387,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,51,0.0,>20,,Sem informação
4238,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,60,1.0,11-20,,Sem informação
14413,city_165,0.903,,Has relevent experience,Full time course,Masters,Humanities,9,<10,Pvt Ltd,>4,100,0.0,6-10,Empresa privada,Com informação
17022,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,3,50-99,Pvt Ltd,1,7,0.0,1-5,Empresa privada,Com informação
13225,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,41,0.0,11-20,Empresa privada,Com informação
3604,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,16,,,>4,95,1.0,11-20,,Sem informação
25387,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,<1,,,,2,0.0,<1,,Sem informação
269,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,31,1.0,11-20,Empresa privada,Com informação
2350,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,13,10/49,Pvt Ltd,2,145,1.0,11-20,Empresa privada,Com informação
7538,city_46,0.762,Male,No relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Public Sector,1,122,0.0,6-10,Setor público,Com informação
15070,city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,152,0.0,11-20,Empresa privada,Com informação
24150,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,4,54,1.0,1-5,Empresa privada,Com informação
6530,city_162,0.767,,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,13,0.0,1-5,Empresa privada,Com informação
26988,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Public Sector,>4,57,1.0,11-20,Setor público,Com informação
13048,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,8,0.0,6-10,Empresa privada,Com informação
6038,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,24,0.0,11-20,Empresa privada,Com informação
28463,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,9,,,2,39,0.0,6-10,,Sem informação
32926,city_104,0.924,Female,No relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,4,81,0.0,11-20,Empresa privada,Com informação
29481,city_67,0.855,Male,No relevent experience,no_enrollment,,,7,,,1,80,1.0,6-10,,Sem informação
2985,city_55,0.7390000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Public Sector,never,69,0.0,1-5,Setor público,Com informação
25835,city_159,0.843,Male,Has relevent experience,no_enrollment,High School,,>20,,,>4,44,0.0,>20,,Sem informação
4444,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,2,102,0.0,11-20,Empresa privada,Com informação
3643,city_61,0.913,Male,Has relevent experience,no_enrollment,,,>20,<10,Public Sector,>4,3,0.0,>20,Setor público,Com informação
19264,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,10,0.0,>20,Empresa privada,Com informação
14082,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,73,0.0,1-5,,Sem informação
7972,city_28,0.939,,No relevent experience,,Graduate,STEM,10,1000-4999,,1,22,0.0,6-10,,Sem informação
21723,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Funded Startup,1,22,0.0,11-20,Startup,Com informação
32332,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,>4,98,0.0,11-20,,Sem informação
5653,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,86,0.0,1-5,,Sem informação
7533,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,80,0.0,6-10,Startup,Com informação
11637,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,>4,52,0.0,6-10,Empresa privada,Com informação
1286,city_160,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,53,0.0,11-20,Empresa privada,Com informação
20999,city_103,0.92,,No relevent experience,Part time course,Masters,Humanities,10,,,2,106,0.0,6-10,,Sem informação
16541,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,50-99,Pvt Ltd,3,51,1.0,<1,Empresa privada,Com informação
5139,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,never,80,0.0,1-5,,Sem informação
1970,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,15,,Pvt Ltd,,12,1.0,11-20,Empresa privada,Com informação
6493,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,68,0.0,>20,Empresa privada,Com informação
8948,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Public Sector,1,19,0.0,11-20,Setor público,Com informação
22043,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,48,0.0,6-10,,Sem informação
12517,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,53,0.0,>20,,Sem informação
3082,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,1,37,0.0,11-20,Empresa privada,Com informação
22084,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,9,,,never,13,0.0,6-10,,Sem informação
24737,city_13,0.8270000000000001,Male,No relevent experience,Full time course,High School,,3,,,never,23,0.0,1-5,,Sem informação
16253,city_160,0.92,,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,57,0.0,6-10,Empresa privada,Com informação
27146,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10/49,,never,69,0.0,1-5,,Sem informação
14614,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,53,1.0,1-5,Empresa privada,Com informação
6936,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,3,10/49,Pvt Ltd,1,36,0.0,1-5,Empresa privada,Com informação
22755,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,>4,74,0.0,11-20,Empresa privada,Com informação
24030,city_75,0.939,Male,No relevent experience,no_enrollment,High School,,6,50-99,Pvt Ltd,>4,162,0.0,6-10,Empresa privada,Com informação
19620,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,>4,76,0.0,11-20,Empresa privada,Com informação
28722,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,never,12,0.0,6-10,Empresa privada,Com informação
12715,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,Public Sector,2,220,0.0,>20,Setor público,Com informação
18390,city_54,0.856,,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,32,1.0,1-5,,Sem informação
32653,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,2,55,0.0,6-10,Setor público,Com informação
22393,city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,8,1000-4999,Pvt Ltd,2,40,1.0,6-10,Empresa privada,Com informação
18871,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,3,41,0.0,11-20,Empresa privada,Com informação
16527,city_21,0.624,,Has relevent experience,Part time course,Masters,STEM,3,500-999,Pvt Ltd,1,55,1.0,1-5,Empresa privada,Com informação
17766,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,27,0.0,>20,Startup,Com informação
14326,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,2,22,0.0,11-20,Empresa privada,Com informação
16599,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,61,0.0,6-10,Empresa privada,Com informação
12371,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,94,0.0,1-5,Empresa privada,Com informação
16533,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,50,0.0,1-5,,Sem informação
23666,city_109,0.701,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,,1,150,0.0,11-20,,Sem informação
9387,city_73,0.754,Male,Has relevent experience,,High School,,6,<10,Funded Startup,2,20,0.0,6-10,Startup,Com informação
27651,city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,196,0.0,11-20,Empresa privada,Com informação
24762,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,5,1000-4999,Pvt Ltd,never,31,0.0,1-5,Empresa privada,Com informação
23117,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,47,0.0,6-10,,Sem informação
21389,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,138,0.0,6-10,Empresa privada,Com informação
19605,city_126,0.479,,No relevent experience,,Graduate,STEM,1,100-500,Pvt Ltd,1,110,1.0,1-5,Empresa privada,Com informação
8761,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,32,0.0,6-10,Empresa privada,Com informação
5237,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,No Major,6,1000-4999,Pvt Ltd,>4,48,0.0,6-10,Empresa privada,Com informação
24436,city_21,0.624,Male,Has relevent experience,no_enrollment,High School,,14,10/49,Pvt Ltd,>4,3,1.0,11-20,Empresa privada,Com informação
31043,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,14,100-500,Pvt Ltd,2,52,0.0,11-20,Empresa privada,Com informação
22232,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,18,10/49,Early Stage Startup,1,174,1.0,11-20,Startup,Com informação
27972,city_162,0.767,,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,90,0.0,6-10,Empresa privada,Com informação
29640,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,23,0.0,6-10,,Sem informação
29477,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,15,10/49,Pvt Ltd,1,13,0.0,11-20,Empresa privada,Com informação
31659,city_67,0.855,Male,Has relevent experience,Full time course,High School,,16,10000+,Pvt Ltd,>4,14,0.0,11-20,Empresa privada,Com informação
5973,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,62,0.0,>20,Empresa privada,Com informação
16200,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Early Stage Startup,3,27,0.0,6-10,Startup,Com informação
8628,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,131,0.0,6-10,Empresa privada,Com informação
16569,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,1,42,0.0,11-20,Empresa privada,Com informação
20699,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,3,48,0.0,11-20,Empresa privada,Com informação
8435,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,>4,7,1.0,>20,,Sem informação
9400,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,never,24,0.0,11-20,Empresa privada,Com informação
10793,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,1,55,1.0,6-10,,Sem informação
5500,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,>4,15,0.0,1-5,,Sem informação
3466,city_114,0.926,,No relevent experience,,Graduate,STEM,<1,,,never,4,0.0,<1,,Sem informação
4227,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,2,126,0.0,11-20,Empresa privada,Com informação
1029,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,,1,90,0.0,1-5,,Sem informação
16281,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,18,1.0,6-10,Empresa privada,Com informação
14823,city_21,0.624,Male,No relevent experience,Part time course,Graduate,No Major,5,<10,Early Stage Startup,4,46,1.0,1-5,Startup,Com informação
31452,city_145,0.555,Male,No relevent experience,Full time course,High School,,3,,,never,46,1.0,1-5,,Sem informação
1856,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,66,0.0,1-5,Empresa privada,Com informação
8507,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Other,5,50-99,,2,154,0.0,1-5,,Sem informação
10965,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,,1,56,0.0,1-5,,Sem informação
17079,city_16,0.91,,Has relevent experience,,Masters,STEM,>20,,,4,72,0.0,>20,,Sem informação
22280,city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,15,500-999,Public Sector,>4,27,0.0,11-20,Setor público,Com informação
24326,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,24,0.0,>20,Empresa privada,Com informação
10295,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,3,46,0.0,>20,Empresa privada,Com informação
16561,city_16,0.91,,Has relevent experience,no_enrollment,High School,,4,,,never,56,0.0,1-5,,Sem informação
2719,city_120,0.78,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,178,0.0,11-20,Empresa privada,Com informação
944,city_21,0.624,,Has relevent experience,Part time course,High School,,1,<10,Pvt Ltd,never,10,1.0,1-5,Empresa privada,Com informação
10658,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,8,,,>4,116,1.0,6-10,,Sem informação
25439,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,32,0.0,1-5,Empresa privada,Com informação
19770,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,5,10/49,,1,102,1.0,1-5,,Sem informação
28373,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,32,0.0,1-5,,Sem informação
